,Unnamed: 0,season,opening_date,name,theatre,type,all_nominations,all_Wins,tony_best_musical_nom,tony_best_musical_winner,tony_best_revival_musical_nom,tony_best_revival_musical_winner,tony_best_play_nom,tony_best_play_winner,tony_best_revival_play_nom,tony_best_revival_play_winner,performances,previews,play,musical,revival,year
1408,1408,2019,2019-07-26,Manilow Broadway,Lunt-Fontanne Theatre,Original,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,2019
1409,1409,2019,2019-08-08,Sea Wall/A Life,Hudson Theatre,Original,4,0,0,0,0,0,1,0,0,0,60,14,1,0,0,2019
1410,1410,2019,2019-09-05,Betrayal,Bernard B. Jacobs Theatre,Drama Revival,4,0,0,0,0,0,0,0,1,0,109,22,1,0,1,2019
1411,1411,2019,2019-09-15,Derren Brown: Secret,Cort Theatre,Original,0,0,0,0,0,0,0,0,0,0,113,10,1,0,0,2019
1412,1412,2019,2019-09-24,The Height of the Storm,Samuel J. Friedman Theatre,Original,0,0,0,0,0,0,0,0,0,0,72,15,1,0,0,2019
1413,1413,2019,2019-10-01,The Great Society,Vivian Beaumont Theater,Drama Original,1,0,0,0,0,0,0,0,0,0,72,26,1,0,0,2019
1414,1414,2019,2019-10-02,Freestyle Love Supreme,Booth Theatre,Original,1,1,0,0,0,0,0,0,0,0,117,23,1,0,0,2019
1415,1415,2019,2019-10-06,Slave Play,John Golden Theatre,Play Original,12,0,0,0,0,0,1,0,0,0,121,29,1,0,0,2019
1416,1416,2019,2019-10-10,Linda Vista,Helen Hayes Theater,Original,2,0,0,0,0,0,0,0,0,0,37,25,1,0,0,2019
1417,1417,2019,2019-10-15,The Rose Tattoo,American Airlines Theatre,Revival,2,0,0,0,0,0,0,0,0,0,63,27,1,0,1,2019
1418,1418,2019,2019-10-16,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,Musical Original,0,0,0,0,0,0,0,0,0,0,95,30,0,1,0,2019
1419,1419,2019,2019-10-17,The Sound Inside,Studio 54,Play Original,7,2,0,0,0,0,1,0,0,0,100,37,1,0,0,2019
1420,1420,2019,2019-10-20,David Byrne's American Utopia,Hudson Theatre,Original,3,1,0,0,0,0,0,0,0,0,106,14,1,0,0,2019
1421,1421,2019,2019-11-05,"Ian McKellen On Stage: With Tolkien, Shakespeare, Others ...And You!",Hudson Theatre,Solo Revival,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,2019
1422,1422,2019,2019-11-07,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,Musical Original,17,3,1,0,0,0,0,0,0,0,386,0,0,1,0,2019
1423,1423,2019,2019-11-08,Kristin Chenoweth: For The Girls,Nederlander Theatre,Concert Original,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2019
1424,1424,2019,2019-11-14,Slava's Snowshow,Stephen Sondheim Theatre,None Revival,0,0,0,0,0,0,0,0,0,0,62,3,1,0,1,2019
1425,1425,2019,2019-11-17,The Inheritance,Ethel Barrymore Theatre,Play Original,17,9,0,0,0,0,1,1,0,0,132,45,1,0,0,2019
1426,1426,2019,2019-11-18,The Importance of Being Earnest,American Airlines Theatre,Comedy Revival,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,2019
1427,1427,2019,2019-11-20,A Christmas Carol,Lyceum Theatre,Original,6,6,0,0,0,0,0,0,0,0,57,12,1,0,0,2019
1428,1428,2019,2019-11-29,The Illusionists – Magic Of The Holidays,Neil Simon Theatre,Original,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,2019
1429,1429,2019,2019-12-05,Jagged Little Pill,Broadhurst Theatre,Original,19,4,1,0,0,0,0,0,0,0,171,36,1,0,0,2019
1430,1430,2019,2019-12-12,"Harry Connick, Jr.—A Celebration of Cole Porter",Nederlander Theatre,Concert Revival,0,0,0,0,0,0,0,0,0,0,21,5,1,0,1,2019
1431,1431,2019,2020-01-15,My Name is Lucy Barton,Samuel J. Friedman Theatre,Original,2,1,0,0,0,0,0,0,0,0,47,10,1,0,0,2020
1432,1432,2019,2020-01-21,A Soldier's Play,American Airlines Theatre,Revival,10,4,0,0,0,0,0,0,1,1,58,26,1,0,1,2020
1433,1433,2019,2020-01-23,Grand Horizons,Helen Hayes Theater,Original,3,1,0,0,0,0,1,0,0,0,53,35,1,0,0,2020
1434,1434,2019,2020-02-20,West Side Story,Broadway Theatre,Musical Revival,6,1,0,0,0,0,0,0,0,0,24,77,0,1,1,2020
1435,1435,2019,2020-02-28,Hangmen,John Golden Theatre,Dark Comedy Original,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,2020
1436,1436,2019,2020-03-05,Girl From the North Country,Belasco Theatre,Musical Original,7,0,1,0,0,0,0,0,0,0,120,31,0,1,0,2020
1437,1437,2019,2020-03-10,Who's Afraid of Virginia Woolf?,Booth Theatre,Revival,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,2020
1438,1438,2021,2021-06-26,Springsteen On Broadway,St. James Theatre,Concert Revival,0,0,0,0,0,0,0,0,0,0,30,0,1,0,1,2021
1439,1439,2021,2021-08-22,Pass Over,August Wilson Theatre,Play Original,0,0,0,0,0,0,0,0,0,0,57,19,1,0,0,2021
1440,1440,2021,2021-09-02,Waitress,Ethel Barrymore Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,122,0,0,1,1,2021
1441,1441,2021,2021-10-03,SIX: The Musical,Brooks Atkinson Theatre,One Act Original,15,3,1,0,0,0,0,0,0,0,251,0,1,0,0,2021
1442,1442,2021,2021-10-07,Lackawanna Blues,Samuel J. Friedman Theatre,One Act Revival,4,1,0,0,0,0,0,0,0,0,27,18,1,0,1,2021
1443,1443,2021,2021-10-10,Chicken & Biscuits,Circle in the Square Theatre,Play Comedy One Act Original,0,0,0,0,0,0,0,0,0,0,41,18,1,0,0,2021
1444,1444,2021,2021-10-11,Is This A Room,Lyceum Theatre,Play One Act Original,0,0,0,0,0,0,0,0,0,0,26,11,1,0,0,2021
1445,1445,2021,2021-10-13,Thoughts of a Colored Man,John Golden Theatre,Play One Act Original,1,0,0,0,0,0,0,0,0,0,77,12,1,0,0,2021
1446,1446,2021,2021-10-14,The Lehman Trilogy,Nederlander Theatre,Original,20,7,0,0,0,0,1,0,0,0,82,21,1,0,0,2021
1447,1447,2021,2021-10-17,Dana H.,Lyceum Theatre,Play One Act Original,6,0,0,0,0,0,0,0,0,0,25,10,1,0,0,2021
1448,1448,2021,2021-10-17,David Byrne's American Utopia,St. James Theatre,Revival,1,0,0,0,0,0,0,0,0,0,134,27,1,0,1,2021
1449,1449,2021,2021-10-19,Freestyle Love Supreme,Booth Theatre,Revival,0,0,0,0,0,0,0,0,0,0,84,14,1,0,1,2021
1450,1450,2021,2021-10-27,"Caroline, or Change",Studio 54,Musical Revival,8,1,0,0,1,0,0,0,0,0,85,17,0,1,1,2021
1451,1451,2021,2021-11-17,Diana,Longacre Theatre,Musical Original,1,0,0,0,0,0,0,0,0,0,34,25,0,1,0,2021
1452,1452,2021,2021-11-18,Trouble in Mind,American Airlines Theatre,Comedy/Drama Revival,10,1,0,0,0,0,0,0,1,0,58,20,1,0,1,2021
1453,1453,2021,2021-11-23,Clyde's,Helen Hayes Theater,Play One Act Original,12,3,0,0,0,0,1,0,0,0,62,24,1,0,0,2021
1454,1454,2021,2021-12-02,Slave Play,August Wilson Theatre,Play Revival,0,0,0,0,0,0,0,0,0,0,34,9,1,0,1,2021
1455,1455,2021,2021-12-05,Mrs. Doubtfire,Stephen Sondheim Theatre,Musical Original,9,0,0,0,0,0,0,0,0,0,83,43,0,1,0,2021
1456,1456,2021,2021-12-09,Company,Bernard B. Jacobs Theatre,Musical Revival,15,5,0,0,1,0,0,0,0,0,185,0,0,1,1,2021
1457,1457,2021,2021-12-13,Flying Over Sunset,Vivian Beaumont Theater,Musical Original,9,0,0,0,0,0,0,0,0,0,35,36,0,1,0,2021
1458,1458,2021,2022-01-26,Skeleton Crew,Samuel J. Friedman Theatre,Drama Original,10,0,0,0,0,0,1,0,0,0,29,22,1,0,0,2022
1459,1459,2021,2022-02-01,MJ The Musical,Neil Simon Theatre,Musical Original,24,2,1,0,0,0,0,0,0,0,127,0,0,1,0,2022
1460,1460,2021,2022-02-10,The Music Man,Winter Garden Theatre,Musical Revival,17,2,0,0,1,0,0,0,0,0,117,0,0,1,1,2022
1461,1461,2021,2022-03-28,Plaza Suite,Hudson Theatre,Revival,3,0,0,0,0,0,0,0,0,0,56,35,1,0,1,2022
1462,1462,2021,2022-04-03,Paradise Square,Ethel Barrymore Theatre,Musical Original,22,1,1,0,0,0,0,0,0,0,44,0,0,1,0,2022
1463,1463,2021,2022-04-04,Take Me Out,Helen Hayes Theater,Comedy Revival,13,4,0,0,0,0,0,0,1,0,55,30,1,0,1,2022
1464,1464,2021,2022-04-08,Beetlejuice,Marquis Theatre,Musical Revival,0,0,0,0,0,0,0,0,0,0,49,0,0,1,1,2022
1465,1465,2021,2022-04-10,Birthday Candles,American Airlines Theatre,One Act Original,4,2,0,0,0,0,0,0,0,0,57,25,1,0,0,2022
1466,1466,2021,2022-04-11,The Little Prince,Broadway Theatre,Original,0,0,0,0,0,0,0,0,0,0,32,14,1,0,0,2022
1467,1467,2021,2022-04-14,American Buffalo,Circle in the Square Theatre,Revival,7,0,0,0,0,0,0,0,1,0,45,27,1,0,1,2022
1468,1468,2021,2022-04-17,The Minutes,Studio 54,Play One Act Original,8,0,0,0,0,0,1,0,0,0,41,36,1,0,0,2022
1469,1469,2021,2022-04-19,How I Learned to Drive,Samuel J. Friedman Theatre,Drama One Act Revival,9,3,0,0,0,0,0,0,1,0,15,21,1,0,1,2022
1470,1470,2021,2022-04-20,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,Play with Music One Act Revival,16,0,0,0,0,0,0,0,1,0,35,23,1,0,1,2022
1471,1471,2021,2022-04-21,Hangmen,John Golden Theatre,Dark Comedy Original,8,1,0,0,0,0,1,0,0,0,36,12,1,0,0,2022
1472,1472,2021,2022-04-24,Funny Girl,August Wilson Theatre,Musical Revival,6,0,0,0,0,0,0,0,0,0,33,0,0,1,1,2022
1473,1473,2021,2022-04-25,The Skin of Our Teeth,Vivian Beaumont Theater,Comedy Revival,9,1,0,0,0,0,0,0,0,0,35,26,1,0,1,2022
1474,1474,2021,2022-04-26,A Strange Loop,Lyceum Theatre,Musical One Act Original,16,3,1,0,0,0,0,0,0,0,31,0,0,1,0,2022
1475,1475,2021,2022-04-27,Mr. Saturday Night,Nederlander Theatre,Original,12,0,1,0,0,0,0,0,0,0,24,0,1,0,0,2022
1476,1476,2021,2022-04-27,"POTUS: Or, Behind Every Great Dumbass are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,Play Comedy Original,6,0,0,0,0,0,0,0,0,0,30,13,1,0,0,2022
1477,1477,2021,2022-04-28,Macbeth,Longacre Theatre,Revival,3,0,0,0,0,0,0,0,0,0,27,19,1,0,1,2022
